Date,Away Team,Away Score,Home Team,Home Score,Location
9/29/1962,North Carolina,7,Ohio State,41,
9/29/1962,Notre Dame,13,Oklahoma,7,
9/29/1962,Ohio,21,Kent,0,
9/29/1962,Oregon State,8,Iowa,28,
9/29/1962,Pittsburgh,24,Baylor,14,
9/29/1962,Presbyterian,8,Citadel,28,
9/29/1962,Rice,6,Louisiana State,6,
9/29/1962,Rutgers,7,Princeton,15,
9/29/1962,San Jose State,8,California,25,
9/29/1962,Santa Clara,6,Pacific,28,
9/29/1962,South Carolina,8,Duke,21,
9/29/1962,Southern California,33,Southern Methodist,3,
9/29/1962,Syracuse,2,Army,9,"@ New York, NY"
9/29/1962,Tennessee,21,Auburn,22,"@ Birmingham, AL"
9/29/1962,Texas,34,Texas Tech,0,
9/29/1962,Texas A&M,3,Houston,6,
9/29/1962,Texas Christian,20,Miami (Florida),21,
9/29/1962,Texas-El Paso,0,West Texas A&M,49,
9/29/1962,Tulsa,14,Arkansas,42,
9/29/1962,Utah,8,Oregon,35,
9/29/1962,Virginia Military Institut,21,Richmond,0,
9/29/1962,Washington State,21,Wyoming,15,
9/29/1962,West Virginia,14,Virginia Tech,0,"@ Richmond, VA"
9/29/1962,Western Michigan,7,Miami (Ohio),17,
9/29/1962,William & Mary,16,Navy,20,
10/5/1962,Florida State,6,Miami (Florida),7,
10/5/1962,Furman,7,George Washington,14,
10/5/1962,New Mexico State,21,Detroit Mercy,14,
10/6/1962,Air Force,25,Southern Methodist,20,
10/6/1962,Arizona,7,Missouri,17,
10/6/1962,Arkansas,42,Texas Christian,14,
10/6/1962,Army,7,Michigan,17,
10/6/1962,Auburn,16,Kentucky,6,
10/6/1962,Boston University,0,West Virginia,7,
10/6/1962,Bowling Green State,10,Western Michigan,6,
10/6/1962,Brigham Young,28,Colorado State,7,
10/6/1962,Clemson,24,Wake Forest,7,
10/6/1962,Colorado,8,Kansas,35,
10/6/1962,Columbia,0,Princeton,33,
10/6/1962,Davidson,13,Presbyterian,9,
10/6/1962,Dayton,25,Ohio,27,
10/6/1962,Duke,28,Florida,21,"@ Jacksonville, FL"
10/6/1962,Georgia,7,South Carolina,7,
10/6/1962,Hardin-Simmons,8,North Texas,29,
10/6/1962,Harvard,12,Cornell,14,
10/6/1962,Holy Cross,22,Colgate,0,
10/6/1962,Houston,7,Mississippi,40,"@ Jackson, MS"
10/6/1962,Idaho,16,Montana,22,
10/6/1962,Illinois,0,Northwestern,45,
10/6/1962,Indiana,6,Wisconsin,30,
10/6/1962,Iowa State,22,Nebraska,36,
10/6/1962,Kansas State,0,Washington,41,
10/6/1962,Kent,14,Miami (Ohio),23,
10/6/1962,Louisiana State,10,Georgia Tech,7,
10/6/1962,Louisville,0,Memphis,49,
10/6/1962,Maryland,14,North Carolina State,6,
10/6/1962,Mississippi State,7,Tennessee,6,"@ Memphis, TN"
10/6/1962,Navy,0,Minnesota,21,
10/6/1962,New Mexico,14,Texas-El Paso,16,
10/6/1962,North Carolina,6,Michigan State,38,
10/6/1962,Ohio State,7,UCLA,9,
10/6/1962,Oklahoma State,17,Tulsa,7,
10/6/1962,Oregon State,27,Stanford,0,
10/6/1962,Penn State,18,Rice,7,
10/6/1962,Pennsylvania,0,Dartmouth,17,
10/6/1962,Pittsburgh,26,California,24,
10/6/1962,Purdue,24,Notre Dame,6,
10/6/1962,Rutgers,9,Connecticut,15,
10/6/1962,San Diego Marines,7,Pacific,14,
10/6/1962,San Jose State,0,Oregon,14,
10/6/1962,Southern California,7,Iowa,0,
10/6/1962,Texas Tech,3,Texas A&M,7,
10/6/1962,Texas-Arlington,0,West Texas A&M,49,
10/6/1962,Toledo,42,Marshall,12,
10/6/1962,Tulane,8,Texas,35,
10/6/1962,Utah,7,Wyoming,16,
10/6/1962,Utah State,41,Montana State,13,
10/6/1962,Vanderbilt,7,Alabama,17,"@ Birmingham, AL"
10/6/1962,Villanova,36,Buffalo,6,
10/6/1962,Virginia,15,Virginia Tech,20,"@ Roanoke, VA"
10/6/1962,Virginia Military Institut,0,Boston College,18,
10/6/1962,Washington State,24,Arizona State,24,
10/6/1962,Wichita State,15,Cincinnati,27,
10/6/1962,William & Mary,29,Citadel,23,
10/6/1962,Yale,6,Brown,6,
10/12/1962,Colorado State,7,UCLA,35,
10/12/1962,Kentucky,27,Detroit Mercy,8,
10/12/1962,Mississippi State,35,Tulane,6,
10/13/1962,Air Force,20,Arizona,6,
10/13/1962,Baylor,21,Arkansas,28,
10/13/1962,Boston College,0,Syracuse,12,
10/13/1962,Boston University,6,George Washington,14,
10/13/1962,Bowling Green State,28,Toledo,13,
10/13/1962,Brigham Young,20,Utah,35,
10/13/1962,California,7,Duke,21,
10/13/1962,Citadel,21,Vanderbilt,6,
10/13/1962,Colgate,15,Rutgers,27,
10/13/1962,Colorado,16,Oklahoma State,36,
10/13/1962,Cornell,0,Navy,41,
10/13/1962,Dartmouth,41,Brown,0,
10/13/1962,Delaware,19,Buffalo,20,
10/13/1962,Georgia,24,Clemson,16,
10/13/1962,Hardin-Simmons,6,Abilene Christian,14,
10/13/1962,Holy Cross,34,Harvard,20,
10/13/1962,Houston,3,Alabama,14,
10/13/1962,Idaho,12,San Jose State,12,
10/13/1962,Iowa,14,Indiana,10,
10/13/1962,Kansas,29,Iowa State,8,
10/13/1962,Louisville,21,Dayton,0,
10/13/1962,Marshall,14,Kent,23,
10/13/1962,Maryland,31,North Carolina,13,
10/13/1962,Miami (Florida),3,Louisiana State,17,
10/13/1962,Miami (Ohio),10,Purdue,7,
10/13/1962,Michigan,0,Michigan State,28,
10/13/1962,Missouri,32,Kansas State,0,
10/13/1962,New Mexico State,6,Wichita State,24,
10/13/1962,North Carolina State,14,Nebraska,19,
10/13/1962,North Texas,0,Tulsa,34,
10/13/1962,Northwestern,34,Minnesota,22,
10/13/1962,Notre Dame,8,Wisconsin,17,
10/13/1962,Ohio,20,Xavier,6,
10/13/1962,Ohio State,51,Illinois,15,
10/13/1962,Oklahoma,6,Texas,9,"@ Dallas, TX"
10/13/1962,Oregon,31,Rice,12,
10/13/1962,Pacific,34,Los Angeles State,13,
10/13/1962,Penn State,6,Army,9,
10/13/1962,Princeton,21,Pennsylvania,8,
10/13/1962,Richmond,7,Virginia Tech,13,
10/13/1962,Samford,14,Furman,7,
10/13/1962,Southern Mississippi,6,Memphis,8,
10/13/1962,Stanford,6,Washington State,21,"@ Spokane, WA"
10/13/1962,Tennessee,0,Georgia Tech,17,
10/13/1962,Tennessee-Chattanooga,6,Auburn,54,
10/13/1962,Texas A&M,6,Florida,42,
10/13/1962,Texas Tech,13,Texas Christian,35,
10/13/1962,Utah State,13,New Mexico,14,
10/13/1962,Virginia Military Institut,6,Virginia,28,
10/13/1962,Wake Forest,6,South Carolina,27,
10/13/1962,Washington,14,Oregon State,13,"@ Portland, OR"
10/13/1962,Weber State,6,Montana,25,
10/13/1962,West Texas A&M,15,Arizona State,14,
10/13/1962,West Virginia,15,Pittsburgh,8,
10/13/1962,William & Mary,7,Davidson,7,
10/13/1962,Wyoming,14,Texas-El Paso,6,
10/13/1962,Yale,10,Columbia,14,
10/19/1962,Maryland,24,Miami (Florida),28,
10/20/1962,Alabama,27,Tennessee,7,
10/20/1962,Arizona,8,Wyoming,31,
10/20/1962,Arkansas,3,Texas,7,
10/20/1962,Brigham Young,27,Montana,0,
10/20/1962,Brown,15,Pennsylvania,18,
10/20/1962,Buffalo,16,Temple,13,
10/20/1962,California,6,Southern California,32,
10/20/1962,Cincinnati,8,North Texas,14,
10/20/1962,Citadel,7,Arkansas State,14,
10/20/1962,Colgate,16,Princeton,15,
10/20/1962,Colorado,19,Iowa State,57,
10/20/1962,Colorado State,0,Utah State,21,
10/20/1962,Cornell,8,Yale,26,
10/20/1962,Davidson,7,Virginia Military Institute,20,
10/20/1962,Dayton,6,Xavier,23,
10/20/1962,Duke,16,Clemson,0,
10/20/1962,Florida State,18,Georgia,0,
10/20/1962,Furman,7,William & Mary,21,
10/20/1962,George Washington,25,West Virginia,27,
10/20/1962,Georgia Tech,14,Auburn,17,"@ Birmingham, AL"
10/20/1962,Harvard,36,Columbia,14,
10/20/1962,Holy Cross,0,Dartmouth,10,
10/20/1962,Idaho,15,Montana State,33,
10/20/1962,Illinois,0,Minnesota,17,
10/20/1962,Indiana,15,Washington State,21,"@ Spokane, WA"
10/20/1962,Iowa,14,Wisconsin,42,
10/20/1962,Kansas State,6,Nebraska,26,
10/20/1962,Kent,6,Bowling Green State,45,
10/20/1962,Louisiana State,7,Kentucky,0,
10/20/1962,Louisville,7,Tulsa,25,
10/20/1962,Marshall,26,Morehead State,18,"@ Ashland, KY"
10/20/1962,Miami (Ohio),6,Ohio,12,
10/20/1962,Michigan,0,Purdue,37,
10/20/1962,Michigan State,31,Notre Dame,7,
10/20/1962,Mississippi State,9,Houston,3,
10/20/1962,Navy,26,Boston College,6,
10/20/1962,New Mexico,7,Utah,7,
10/20/1962,New Mexico State,12,West Texas A&M,20,
10/20/1962,North Carolina State,0,Southern Mississippi,30,"@ Mobile, AL"
10/20/1962,Northwestern,18,Ohio State,14,
10/20/1962,Oklahoma,13,Kansas,7,
10/20/1962,Oklahoma State,6,Missouri,23,
10/20/1962,Oregon,35,Air Force,20,
10/20/1962,Pacific,6,Oregon State,40,
10/20/1962,Rice,7,Southern Methodist,15,
10/20/1962,Richmond,14,Boston University,7,
10/20/1962,Rutgers,29,Lehigh,13,
10/20/1962,San Jose State,8,Arizona State,44,
10/20/1962,South Carolina,14,North Carolina,19,
10/20/1962,Syracuse,19,Penn State,20,
10/20/1962,Texas Christian,20,Texas A&M,14,
10/20/1962,Texas Tech,6,Baylor,28,
10/20/1962,Toledo,0,Western Michigan,21,
10/20/1962,Trinity (Texas),6,Hardin-Simmons,14,
10/20/1962,Tulane,0,Mississippi,21,"@ Jackson, MS"
10/20/1962,UCLA,6,Pittsburgh,8,
10/20/1962,Vanderbilt,7,Florida,42,
10/20/1962,Villanova,22,Delaware,10,
10/20/1962,Virginia Tech,12,Army,20,
10/20/1962,Wake Forest,12,Virginia,14,
10/20/1962,Washington,14,Stanford,0,
10/20/1962,Wichita State,0,Drake,10,
10/26/1962,Dayton,13,Detroit Mercy,12,
10/27/1962,Army,14,George Washington,0,
10/27/1962,Auburn,17,Clemson,14,
10/27/1962,Boston University,20,Massachusetts,6,
10/27/1962,Bowling Green State,24,Miami (Ohio),24,
10/27/1962,Brigham Young,21,Utah State,27,
10/27/1962,Citadel,25,Furman,33,
10/27/1962,Colgate,14,Yale,14,
10/27/1962,Dartmouth,24,Harvard,6,
10/27/1962,Davidson,7,Virginia,34,
10/27/1962,Florida,0,Louisiana State,23,
10/27/1962,Hardin-Simmons,7,Arkansas,49,"@ Little Rock, AR"
10/27/1962,Houston,0,Boston College,14,
10/27/1962,Idaho,21,Utah,25,
10/27/1962,Iowa State,6,Missouri,21,
10/27/1962,Kansas,36,Oklahoma State,17,
10/27/1962,Kansas State,0,Oklahoma,47,
10/27/1962,Kentucky,7,Georgia,7,
10/27/1962,Lehigh,15,Columbia,22,
10/27/1962,Memphis,28,Mississippi State,7,
10/27/1962,Miami (Florida),21,Air Force,3,
10/27/1962,Michigan State,26,Indiana,8,
10/27/1962,Minnesota,17,Michigan,0,
10/27/1962,Mississippi,35,Vanderbilt,0,"@ Memphis, TN"
10/27/1962,Montana,22,Idaho State,15,
10/27/1962,Montana State,10,Wichita State,32,
10/27/1962,Nebraska,31,Colorado,6,
10/27/1962,New Mexico,25,San Jose State,13,
10/27/1962,North Carolina State,14,Duke,21,
10/27/1962,North Texas,12,New Mexico State,48,
10/27/1962,Notre Dame,6,Northwestern,35,
10/27/1962,Ohio,41,Buffalo,6,
10/27/1962,Oregon,21,Washington,21,
10/27/1962,Penn State,23,California,21,
10/27/1962,Pittsburgh,9,Navy,32,"@ Norfolk, VA"
10/27/1962,Princeton,34,Cornell,35,
10/27/1962,Purdue,26,Iowa,3,
10/27/1962,Rhode Island,12,Brown,12,
10/27/1962,Richmond,21,Cincinnati,20,
10/27/1962,Rutgers,12,Pennsylvania,7,
10/27/1962,South Carolina,11,Maryland,13,
10/27/1962,Southern California,28,Illinois,16,
10/27/1962,Southern Methodist,14,Texas Tech,0,
10/27/1962,Stanford,17,UCLA,7,
10/27/1962,Syracuse,30,Holy Cross,20,
10/27/1962,Tennessee-Chattanooga,14,Tennessee,48,
10/27/1962,Texas,14,Rice,14,
10/27/1962,Texas A&M,6,Baylor,3,
10/27/1962,Texas-El Paso,7,Arizona State,35,
10/27/1962,Toledo,18,Kent,20,
10/27/1962,Tulane,12,Georgia Tech,42,
10/27/1962,Tulsa,6,Alabama,35,
10/27/1962,Virginia Tech,7,Florida State,20,
10/27/1962,Wake Forest,14,North Carolina,23,
10/27/1962,Washington State,12,Pacific,13,
10/27/1962,West Texas A&M,3,Arizona,8,
10/27/1962,West Virginia,22,Oregon State,51,"@ Portland, OR"
10/27/1962,Western Michigan,12,Marshall,0,
10/27/1962,William & Mary,0,Virginia Military Institute,6,
10/27/1962,Wisconsin,7,Ohio State,14,
10/27/1962,Wyoming,28,Colorado State,7,
10/27/1962,Xavier,8,Villanova,16,
11/2/1962,Kentucky,17,Miami (Florida),25,
11/2/1962,Richmond,17,George Washington,14,
11/3/1962,Alabama,20,Mississippi State,0,
11/3/1962,Arkansas,17,Texas A&M,7,
11/3/1962,Army,26,Boston University,0,
11/3/1962,Auburn,3,Florida,22,
11/3/1962,Baylor,26,Texas Christian,28,
11/3/1962,Boston College,27,Vanderbilt,22,
11/3/1962,Bowling Green State,7,West Texas A&M,23,
11/3/1962,Brown,12,Princeton,28,
11/3/1962,Buffalo,28,Bucknell,0,
11/3/1962,Cornell,21,Columbia,25,
11/3/1962,Dartmouth,9,Yale,0,
11/3/1962,Detroit Mercy,0,Villanova,14,
11/3/1962,Furman,14,Davidson,7,
11/3/1962,Georgia Tech,20,Duke,9,
11/3/1962,Hardin-Simmons,6,Texas-El Paso,7,
11/3/1962,Holy Cross,36,Dayton,14,
11/3/1962,Houston,7,Florida State,0,
11/3/1962,Idaho,14,Arizona,12,
11/3/1962,Illinois,14,Purdue,10,
11/3/1962,Iowa State,34,Oklahoma State,7,
11/3/1962,Kansas,38,Kansas State,0,
11/3/1962,Lafayette,0,Rutgers,40,
11/3/1962,Lehigh,0,Colgate,13,
11/3/1962,Marshall,0,Ohio,35,
11/3/1962,Maryland,7,Penn State,23,
11/3/1962,Miami (Ohio),21,Toledo,12,
11/3/1962,Minnesota,28,Michigan State,7,
11/3/1962,Mississippi,15,Louisiana State,7,
11/3/1962,Missouri,16,Nebraska,7,
11/3/1962,Navy,12,Notre Dame,20,"@ Philadelphia, PA"
11/3/1962,New Mexico,0,Brigham Young,27,
11/3/1962,North Carolina,6,Clemson,17,
11/3/1962,North Carolina State,10,Georgia,10,
11/3/1962,North Texas,9,Wichita State,7,
11/3/1962,Northwestern,26,Indiana,21,
11/3/1962,Ohio State,14,Iowa,28,
11/3/1962,Oklahoma,62,Colorado,0,
11/3/1962,Oregon State,18,Washington State,12,
11/3/1962,Pennsylvania,0,Harvard,36,
11/3/1962,San Jose State,24,Pacific,22,
11/3/1962,Southern Methodist,0,Texas,6,
11/3/1962,Stanford,14,Oregon,28,"@ Portland, OR"
11/3/1962,Syracuse,6,Pittsburgh,24,
11/3/1962,Texas Tech,0,Rice,14,
11/3/1962,Trinity (Texas),20,New Mexico State,26,
11/3/1962,Tulsa,24,Cincinnati,18,
11/3/1962,UCLA,26,California,16,
11/3/1962,Utah,26,Colorado State,8,
11/3/1962,Utah State,15,Arizona State,34,
11/3/1962,Virginia,6,South Carolina,40,
11/3/1962,Virginia Military Institut,16,Citadel,7,
11/3/1962,Virginia Tech,24,Tulane,22,
11/3/1962,Wake Forest,0,Tennessee,23,
11/3/1962,Washington,0,Southern California,14,
11/3/1962,Western Michigan,19,Kent,6,
11/3/1962,William & Mary,13,West Virginia,28,
11/3/1962,Wisconsin,34,Michigan,12,
11/3/1962,Wyoming,14,Air Force,35,
11/3/1962,Xavier,13,Louisville,12,
11/9/1962,Cincinnati,14,Detroit Mercy,15,
11/10/1962,Air Force,17,UCLA,11,
11/10/1962,Boston University,13,Connecticut,7,
11/10/1962,Brigham Young,20,Western Michigan,28,
11/10/1962,Buffalo,44,Gettysburg,0,
11/10/1962,California,0,Washington,27,
11/10/1962,Clemson,44,Furman,3,
11/10/1962,Colgate,14,Bucknell,32,
11/10/1962,Colorado,0,Missouri,57,
11/10/1962,Colorado State,8,New Mexico,21,
11/10/1962,Columbia,0,Dartmouth,42,
11/10/1962,Cornell,28,Brown,26,
11/10/1962,Dayton,20,Miami (Ohio),42,
11/10/1962,Florida,23,Georgia,15,"@ Jacksonville, FL"
11/10/1962,Florida State,14,Georgia Tech,14,
11/10/1962,Fresno State,20,San Jose State,14,
11/10/1962,George Washington,6,William & Mary,10,
11/10/1962,Hardin-Simmons,6,Texas-Arlington,7,
11/10/1962,Harvard,20,Princeton,0,
11/10/1962,Illinois,10,Michigan,14,
11/10/1962,Indiana,7,Ohio State,10,
11/10/1962,Iowa,0,Minnesota,10,
11/10/1962,Kansas State,13,Arizona,14,
11/10/1962,Kent,8,Louisville,29,
11/10/1962,Maryland,7,Duke,10,
11/10/1962,Massachusetts,19,Villanova,18,
11/10/1962,Memphis,60,Citadel,13,
11/10/1962,Miami (Florida),3,Alabama,36,
11/10/1962,Mississippi State,3,Auburn,9,
11/10/1962,Montana State,19,Montana,36,
11/10/1962,Navy,6,Syracuse,34,
11/10/1962,Nebraska,40,Kansas,16,
11/10/1962,North Carolina,11,Virginia,7,
11/10/1962,North Carolina State,6,South Carolina,17,
11/10/1962,Northwestern,6,Wisconsin,37,
11/10/1962,Ohio,6,Bowling Green State,7,
11/10/1962,Oklahoma,41,Iowa State,0,
11/10/1962,Oklahoma State,12,Army,7,
11/10/1962,Oregon State,32,Idaho,0,
11/10/1962,Pacific,18,San Diego State,32,
11/10/1962,Pennsylvania,15,Yale,12,
11/10/1962,Pittsburgh,22,Notre Dame,43,
11/10/1962,Purdue,17,Michigan State,9,
11/10/1962,Rice,14,Arkansas,28,
11/10/1962,Richmond,28,Davidson,20,
11/10/1962,Rutgers,6,Delaware,23,
11/10/1962,Southern California,39,Stanford,14,
11/10/1962,Temple,0,Toledo,13,
11/10/1962,Tennessee-Chattanooga,7,Mississippi,52,
11/10/1962,Texas,27,Baylor,12,
11/10/1962,Texas A&M,12,Southern Methodist,7,
11/10/1962,Texas Christian,0,Louisiana State,5,
11/10/1962,Texas Tech,13,Boston College,42,
11/10/1962,Texas-El Paso,21,New Mexico State,0,
11/10/1962,Tulane,16,Tennessee,28,
11/10/1962,Tulsa,31,Houston,35,
11/10/1962,Utah,7,Arizona State,35,
11/10/1962,Vanderbilt,0,Kentucky,7,
11/10/1962,Virginia Military Institut,14,Holy Cross,20,
11/10/1962,Wake Forest,8,Virginia Tech,37,
11/10/1962,Washington State,10,Oregon,28,
11/10/1962,West Texas A&M,13,North Texas,20,
11/10/1962,West Virginia,6,Penn State,34,
11/10/1962,Wyoming,6,Utah State,20,
11/10/1962,Xavier,6,Marshall,13,
11/17/1962,Alabama,6,Georgia Tech,7,
11/17/1962,Arizona,7,Texas-El Paso,0,
11/17/1962,Baylor,10,Air Force,3,
11/17/1962,Boston University,25,Boston College,41,
11/17/1962,Brown,19,Harvard,31,
11/17/1962,Butler,13,Marshall,26,
11/17/1962,California,21,Kansas,33,
11/17/1962,Citadel,0,West Virginia,49,
11/17/1962,Clemson,17,Maryland,14,
11/17/1962,Colgate,0,Buffalo,6,
11/17/1962,Colorado,12,Texas Tech,21,
11/17/1962,Colorado State,14,Oregon State,25,
11/17/1962,Columbia,21,Pennsylvania,7,
11/17/1962,Dartmouth,28,Cornell,21,
11/17/1962,Duke,50,Wake Forest,0,
11/17/1962,Florida State,7,Florida,20,
11/17/1962,Furman,14,Tampa,15,
11/17/1962,George Washington,0,Syracuse,35,
11/17/1962,Georgia,30,Auburn,21,
11/17/1962,Iowa State,28,Kansas State,14,
11/17/1962,Louisiana State,28,Mississippi State,0,"@ Jackson, MS"
11/17/1962,Miami (Ohio),38,Cincinnati,16,
11/17/1962,Michigan,14,Iowa,28,
11/17/1962,Michigan State,31,Northwestern,7,
11/17/1962,Mississippi,19,Tennessee,6,
11/17/1962,Missouri,0,Oklahoma,13,
11/17/1962,Montana,12,New Mexico,41,
11/17/1962,Navy,6,Southern California,13,
11/17/1962,New Mexico State,20,Arizona State,45,
11/17/1962,North Carolina,7,Notre Dame,21,
11/17/1962,North Texas,10,Louisville,14,
11/17/1962,Ohio,32,Western Michigan,16,
11/17/1962,Oklahoma State,0,Nebraska,14,
11/17/1962,Oregon,7,Ohio State,26,
11/17/1962,Pacific,13,Fresno State,18,
11/17/1962,Penn State,48,Holy Cross,20,
11/17/1962,Pittsburgh,7,Army,6,"@ Bronx, NY"
11/17/1962,Princeton,14,Yale,10,
11/17/1962,Purdue,6,Minnesota,7,
11/17/1962,San Jose State,9,Stanford,21,
11/17/1962,South Carolina,26,Detroit Mercy,13,
11/17/1962,Southern Illinois,0,Bowling Green State,21,
11/17/1962,Southern Methodist,7,Arkansas,9,"@ Little Rock, AR"
11/17/1962,Texas,14,Texas Christian,0,
11/17/1962,Texas A&M,3,Rice,23,
11/17/1962,Texas-Arlington,0,Memphis,50,
11/17/1962,Toledo,21,Tulsa,18,
11/17/1962,Tulane,0,Vanderbilt,20,
11/17/1962,UCLA,0,Washington,30,
11/17/1962,Utah State,19,Utah,6,
11/17/1962,Villanova,34,Rutgers,12,
11/17/1962,Virginia,12,North Carolina State,24,
11/17/1962,Washington State,22,Idaho,14,
11/17/1962,West Texas A&M,34,Hardin-Simmons,13,
11/17/1962,Wichita State,0,Dayton,8,
11/17/1962,Wisconsin,35,Illinois,6,
11/17/1962,Wyoming,7,Brigham Young,14,
11/17/1962,Xavier,14,Kentucky,9,
11/22/1962,Montana,16,Colorado State,15,
11/22/1962,North Carolina State,27,Wake Forest,3,
11/22/1962,Richmond,15,William & Mary,3,
11/22/1962,Texas A&M,3,Texas,13,
11/22/1962,Trinity (Texas),0,Texas-El Paso,21,
11/22/1962,Virginia Military Institut,14,Virginia Tech,9,"@ Roanoke, VA"
11/22/1962,Wichita State,6,Tulsa,21,
11/23/1962,Northwestern,29,Miami (Florida),7,
11/24/1962,Air Force,10,Colorado,34,
11/24/1962,Arizona State,17,Arizona,20,
11/24/1962,Arkansas,34,Texas Tech,0,
11/24/1962,Baylor,17,Southern Methodist,13,
11/24/1962,Connecticut,14,Holy Cross,36,
11/24/1962,Cornell,29,Pennsylvania,22,
11/24/1962,Dartmouth,38,Princeton,27,
11/24/1962,Detroit Mercy,8,Memphis,33,
11/24/1962,Duke,16,North Carolina,14,
11/24/1962,Florida State,14,Auburn,14,
11/24/1962,Houston,27,Louisville,25,
11/24/1962,Indiana,12,Purdue,7,
11/24/1962,Iowa,12,Notre Dame,35,
11/24/1962,Kansas,3,Missouri,3,
11/24/1962,Kentucky,12,Tennessee,10,
11/24/1962,Louisiana State,38,Tulane,3,
11/24/1962,Michigan,0,Ohio State,28,
11/24/1962,Michigan State,6,Illinois,7,
11/24/1962,Minnesota,9,Wisconsin,14,
11/24/1962,Nebraska,6,Oklahoma,34,
11/24/1962,North Texas,55,Southern Illinois,30,
11/24/1962,Ohio,22,Iowa State,31,
11/24/1962,Oklahoma State,30,Kansas State,6,
11/24/1962,Oregon,17,Oregon State,20,
11/24/1962,Penn State,16,Pittsburgh,0,
11/24/1962,Rutgers,22,Columbia,6,
11/24/1962,South Carolina,17,Clemson,20,
11/24/1962,Southern California,14,UCLA,3,
11/24/1962,Stanford,30,California,13,
11/24/1962,Texas Christian,30,Rice,7,
11/24/1962,Virginia,18,Maryland,40,
11/24/1962,Washington,26,Washington State,21,"@ Spokane, WA"
11/24/1962,West Virginia,17,Syracuse,6,
11/24/1962,Xavier,7,Cincinnati,6,
11/24/1962,Yale,6,Harvard,14,
11/30/1962,San Jose State,19,Hawaii,0,
12/1/1962,Alabama,38,Auburn,0,"@ Birmingham, AL"
12/1/1962,Army,14,Navy,34,"@ Philadelphia, PA"
12/1/1962,Cincinnati,14,Houston,42,
12/1/1962,Florida,15,Miami (Florida),17,
12/1/1962,Georgia Tech,37,Georgia,6,
12/1/1962,Holy Cross,12,Boston College,48,
12/1/1962,Mississippi State,6,Mississippi,13,
12/1/1962,Notre Dame,0,Southern California,25,
12/1/1962,Oklahoma,37,Oklahoma State,6,
12/1/1962,Rice,15,Baylor,28,
12/1/1962,Tennessee,30,Vanderbilt,0,
12/1/1962,Texas Christian,14,Southern Methodist,9,
12/1/1962,UCLA,14,Utah,11,
12/1/1962,Virginia,41,Rutgers,0,
12/8/1962,Syracuse,12,UCLA,7,
12/15/1962,Miami (Florida),34,Nebraska,36,"@ Bronx, NY"
12/15/1962,Oregon State,6,Villanova,0,"@ Philadelphia, PA"
12/22/1962,Georgia Tech,10,Missouri,14,"@ Houston, TX"
12/22/1962,Houston,49,Miami (Ohio),21,"@ Orlando, FL"
12/29/1962,Florida,17,Penn State,7,"@ Jacksonville, FL"
12/31/1962,West Texas A&M,15,Ohio,14,"@ El Paso, TX"
1/1/1963,Alabama,17,Oklahoma,0,"@ Miami, FL"
1/1/1963,Arkansas,13,Mississippi,17,"@ New Orleans, LA"
1/1/1963,Louisiana State,13,Texas,0,"@ Dallas, TX"
1/1/1963,Wisconsin,37,Southern California,42,"@ Pasadena, CA"
9/14/1963,Davidson,0,Furman,17,
9/14/1963,East Carolina,7,Richmond,10,
9/14/1963,Eastern New Mexico,0,New Mexico State,21,
9/14/1963,Florida,0,Georgia Tech,9,
9/14/1963,Gettysburg,0,Buffalo,34,
9/14/1963,Memphis,28,Southern Mississippi,7,"@ Jackson, MS"
9/14/1963,Quantico Marines,9,Xavier,7,
9/20/1963,Florida State,24,Miami (Florida),0,
9/20/1963,Pittsburgh,20,UCLA,0,
9/20/1963,Texas,21,Tulane,0,
9/21/1963,Alabama,32,Georgia,7,
9/21/1963,Auburn,21,Houston,14,
9/21/1963,Boston College,21,Syracuse,32,
9/21/1963,Boston University,0,Army,30,
9/21/1963,Brigham Young,7,Kansas State,24,
9/21/1963,Buffalo,7,Ohio,0,
9/21/1963,Clemson,14,Oklahoma,31,
9/21/1963,Colorado State,20,Pacific,0,
9/21/1963,Davidson,14,Catawba,18,"@ Charlotte, NC"
9/21/1963,Detroit Mercy,14,Bowling Green State,27,
9/21/1963,Drake,0,Cincinnati,28,
9/21/1963,Fresno State,8,Idaho,32,
9/21/1963,Furman,14,Vanderbilt,13,
9/21/1963,George Washington,6,Virginia Military Institute,14,
9/21/1963,Iowa State,8,California,15,
9/21/1963,Kansas,6,Texas Christian,10,
9/21/1963,Mississippi,0,Memphis,0,
9/21/1963,Montana State,13,Tulsa,23,
9/21/1963,Morehead State,19,Marshall,6,
9/21/1963,Navy,51,West Virginia,7,
9/21/1963,North Carolina State,36,Maryland,14,
9/21/1963,North Texas,7,Texas-El Paso,34,
9/21/1963,Northwestern,23,Missouri,12,
9/21/1963,Oklahoma State,0,Arkansas,21,"@ Little Rock, AR"
9/21/1963,Oregon State,29,Utah,14,
9/21/1963,Penn State,17,Oregon,7,"@ Portland, OR"
9/21/1963,Richmond,6,Tennessee,34,
9/21/1963,Samford,0,Mississippi State,43,
9/21/1963,San Jose State,13,Stanford,29,
9/21/1963,South Carolina,14,Duke,22,
9/21/1963,South Dakota State,7,Nebraska,58,
9/21/1963,Southern California,14,Colorado,0,
9/21/1963,Texas A&M,6,Louisiana State,14,
9/21/1963,Texas-Arlington,17,West Texas A&M,22,
9/21/1963,Toledo,19,Dayton,22,
9/21/1963,Utah State,43,Arizona,0,
